product_id,title,handle,error,timestampgid://shopify/Product/9230808678628,Sapphire PBS26SCH6173 Pre Fall Collection RTW 2026,sapphire-pbs26sch6173-pre-fall-collection-rtw-2026,Product has no images to analyze.,2026-09-20T17:27:25.353Z
gid://shopify/Product/9162078781668,Sapphire DWCD5EEDB0 Andaaz Embroidered Collection 2026,sapphire-dwcd5eedb0-andaaz-embroidered-collection-2026,"Gemini request failed (429): {""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.5-flash-lite\nPlease retry in 11.151617512s."",""status"":""RESOURCE_EXHAUSTED"",""details"":[{""@type"":""type.googleapis.com/google.rpc.Help"",""links"":[{""description"":""Learn more about Gemini API quotas"",""url"":""https://ai.google.dev/gemini-api/docs/rate-limits""}]},{""@type"":""type.googleapis.com/google.rpc.QuotaFailure"",""violations"":[{""quotaMetric"":""generativelanguage.googleapis.com/generate_content_free_tier_requests"",""quotaId"":""GenerateRequestsPerDayPerProjectPerModel-FreeTier"",""quotaDimensions"":{""location"":""global"",""model"":""gemini-3.5-flash-lite""},""quotaValue"":""500""}]},{""@type"":""type.googleapis.com/google.rpc.RetryInfo"",""retryDelay"":""11s""}]}}",2026-09-21T03:12:48.863Z
gid://shopify/Product/9162078683364,Sapphire DW139E0CDC Andaaz Embroidered Collection 2026,sapphire-dw139e0cdc-andaaz-embroidered-collection-2026,"Gemini request failed (429): {""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.5-flash-lite\nPlease retry in 6.200917618s."",""status"":""RESOURCE_EXHAUSTED"",""details"":[{""@type"":""type.googleapis.com/google.rpc.Help"",""links"":[{""description"":""Learn more about Gemini API quotas"",""url"":""https://ai.google.dev/gemini-api/docs/rate-limits""}]},{""@type"":""type.googleapis.com/google.rpc.QuotaFailure"",""violations"":[{""quotaMetric"":""generativelanguage.googleapis.com/generate_content_free_tier_requests"",""quotaId"":""GenerateRequestsPerDayPerProjectPerModel-FreeTier"",""quotaDimensions"":{""location"":""global"",""model"":""gemini-3.5-flash-lite""},""quotaValue"":""500""}]},{""@type"":""type.googleapis.com/google.rpc.RetryInfo"",""retryDelay"":""6s""}]}}",2026-09-21T03:14:53.816Z
gid://shopify/Product/9162078552292,Sapphire DWD8870B9C Andaaz Embroidered Collection 2026,sapphire-dwd8870b9c-andaaz-embroidered-collection-2026,"Gemini request failed (429): {""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.5-flash-lite\nPlease retry in 1.299201893s."",""status"":""RESOURCE_EXHAUSTED"",""details"":[{""@type"":""type.googleapis.com/google.rpc.Help"",""links"":[{""description"":""Learn more about Gemini API quotas"",""url"":""https://ai.google.dev/gemini-api/docs/rate-limits""}]},{""@type"":""type.googleapis.com/google.rpc.QuotaFailure"",""violations"":[{""quotaMetric"":""generativelanguage.googleapis.com/generate_content_free_tier_requests"",""quotaId"":""GenerateRequestsPerDayPerProjectPerModel-FreeTier"",""quotaDimensions"":{""location"":""global"",""model"":""gemini-3.5-flash-lite""},""quotaValue"":""500""}]},{""@type"":""type.googleapis.com/google.rpc.RetryInfo"",""retryDelay"":""1s""}]}}",2026-09-21T03:16:58.716Z
gid://shopify/Product/9162078486756,Sapphire DW17479791 Andaaz Embroidered Collection 2026,sapphire-dw17479791-andaaz-embroidered-collection-2026,"Gemini request failed (429): {""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.5-flash-lite\nPlease retry in 56.538868659s."",""status"":""RESOURCE_EXHAUSTED"",""details"":[{""@type"":""type.googleapis.com/google.rpc.Help"",""links"":[{""description"":""Learn more about Gemini API quotas"",""url"":""https://ai.google.dev/gemini-api/docs/rate-limits""}]},{""@type"":""type.googleapis.com/google.rpc.QuotaFailure"",""violations"":[{""quotaMetric"":""generativelanguage.googleapis.com/generate_content_free_tier_requests"",""quotaId"":""GenerateRequestsPerDayPerProjectPerModel-FreeTier"",""quotaDimensions"":{""location"":""global"",""model"":""gemini-3.5-flash-lite""},""quotaValue"":""500""}]},{""@type"":""type.googleapis.com/google.rpc.RetryInfo"",""retryDelay"":""56s""}]}}",2026-09-21T03:19:03.477Z
gid://shopify/Product/9162078322916,Sapphire DWECF5DBF7 Andaaz Embroidered Collection 2026,sapphire-dwecf5dbf7-andaaz-embroidered-collection-2026,"Gemini request failed (429): {""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.5-flash-lite\nPlease retry in 51.531078946s."",""status"":""RESOURCE_EXHAUSTED"",""details"":[{""@type"":""type.googleapis.com/google.rpc.Help"",""links"":[{""description"":""Learn more about Gemini API quotas"",""url"":""https://ai.google.dev/gemini-api/docs/rate-limits""}]},{""@type"":""type.googleapis.com/google.rpc.QuotaFailure"",""violations"":[{""quotaMetric"":""generativelanguage.googleapis.com/generate_content_free_tier_requests"",""quotaId"":""GenerateRequestsPerDayPerProjectPerModel-FreeTier"",""quotaDimensions"":{""location"":""global"",""model"":""gemini-3.5-flash-lite""},""quotaValue"":""500""}]},{""@type"":""type.googleapis.com/google.rpc.RetryInfo"",""retryDelay"":""51s""}]}}",2026-09-21T03:21:08.485Z
gid://shopify/Product/9162078257380,Sapphire DW14F426E7 Andaaz Embroidered Collection 2026,sapphire-dw14f426e7-andaaz-embroidered-collection-2026,"Gemini request failed (429): {""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.5-flash-lite\nPlease retry in 47.238514487s."",""status"":""RESOURCE_EXHAUSTED"",""details"":[{""@type"":""type.googleapis.com/google.rpc.Help"",""links"":[{""description"":""Learn more about Gemini API quotas"",""url"":""https://ai.google.dev/gemini-api/docs/rate-limits""}]},{""@type"":""type.googleapis.com/google.rpc.QuotaFailure"",""violations"":[{""quotaMetric"":""generativelanguage.googleapis.com/generate_content_free_tier_requests"",""quotaId"":""GenerateRequestsPerDayPerProjectPerModel-FreeTier"",""quotaDimensions"":{""location"":""global"",""model"":""gemini-3.5-flash-lite""},""quotaValue"":""500""}]},{""@type"":""type.googleapis.com/google.rpc.RetryInfo"",""retryDelay"":""47s""}]}}",2026-09-21T03:23:12.779Z
gid://shopify/Product/9162078093540,Sapphire DW4C5064AD Andaaz Embroidered Collection 2026,sapphire-dw4c5064ad-andaaz-embroidered-collection-2026,"Gemini request failed (429): {""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.5-flash-lite\nPlease retry in 42.515546421s."",""status"":""RESOURCE_EXHAUSTED"",""details"":[{""@type"":""type.googleapis.com/google.rpc.Help"",""links"":[{""description"":""Learn more about Gemini API quotas"",""url"":""https://ai.google.dev/gemini-api/docs/rate-limits""}]},{""@type"":""type.googleapis.com/google.rpc.QuotaFailure"",""violations"":[{""quotaMetric"":""generativelanguage.googleapis.com/generate_content_free_tier_requests"",""quotaId"":""GenerateRequestsPerDayPerProjectPerModel-FreeTier"",""quotaDimensions"":{""model"":""gemini-3.5-flash-lite"",""location"":""global""},""quotaValue"":""500""}]},{""@type"":""type.googleapis.com/google.rpc.RetryInfo"",""retryDelay"":""42s""}]}}",2026-09-21T03:25:17.503Z
gid://shopify/Product/9162078028004,Sapphire DW3D02D2CE Andaaz Embroidered Collection 2026,sapphire-dw3d02d2ce-andaaz-embroidered-collection-2026,"Gemini request failed (429): {""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.5-flash-lite\nPlease retry in 37.958043321s."",""status"":""RESOURCE_EXHAUSTED"",""details"":[{""@type"":""type.googleapis.com/google.rpc.Help"",""links"":[{""description"":""Learn more about Gemini API quotas"",""url"":""https://ai.google.dev/gemini-api/docs/rate-limits""}]},{""@type"":""type.googleapis.com/google.rpc.QuotaFailure"",""violations"":[{""quotaMetric"":""generativelanguage.googleapis.com/generate_content_free_tier_requests"",""quotaId"":""GenerateRequestsPerDayPerProjectPerModel-FreeTier"",""quotaDimensions"":{""location"":""global"",""model"":""gemini-3.5-flash-lite""},""quotaValue"":""500""}]},{""@type"":""type.googleapis.com/google.rpc.RetryInfo"",""retryDelay"":""37s""}]}}",2026-09-21T03:27:22.059Z
gid://shopify/Product/9162077929700,Sapphire DW1B9ECC18 Andaaz Embroidered Collection 2026,sapphire-dw1b9ecc18-andaaz-embroidered-collection-2026,"Gemini request failed (429): {""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.5-flash-lite\nPlease retry in 32.554972223s."",""status"":""RESOURCE_EXHAUSTED"",""details"":[{""@type"":""type.googleapis.com/google.rpc.Help"",""links"":[{""description"":""Learn more about Gemini API quotas"",""url"":""https://ai.google.dev/gemini-api/docs/rate-limits""}]},{""@type"":""type.googleapis.com/google.rpc.QuotaFailure"",""violations"":[{""quotaMetric"":""generativelanguage.googleapis.com/generate_content_free_tier_requests"",""quotaId"":""GenerateRequestsPerDayPerProjectPerModel-FreeTier"",""quotaDimensions"":{""location"":""global"",""model"":""gemini-3.5-flash-lite""},""quotaValue"":""500""}]},{""@type"":""type.googleapis.com/google.rpc.RetryInfo"",""retryDelay"":""32s""}]}}",2026-09-21T03:29:27.461Z
gid://shopify/Product/9162077831396,Sapphire DWB94D7B22 Andaaz Embroidered Collection 2026,sapphire-dwb94d7b22-andaaz-embroidered-collection-2026,"Gemini request failed (429): {""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.5-flash-lite\nPlease retry in 27.908421241s."",""status"":""RESOURCE_EXHAUSTED"",""details"":[{""@type"":""type.googleapis.com/google.rpc.Help"",""links"":[{""description"":""Learn more about Gemini API quotas"",""url"":""https://ai.google.dev/gemini-api/docs/rate-limits""}]},{""@type"":""type.googleapis.com/google.rpc.QuotaFailure"",""violations"":[{""quotaMetric"":""generativelanguage.googleapis.com/generate_content_free_tier_requests"",""quotaId"":""GenerateRequestsPerDayPerProjectPerModel-FreeTier"",""quotaDimensions"":{""model"":""gemini-3.5-flash-lite"",""location"":""global""},""quotaValue"":""500""}]},{""@type"":""type.googleapis.com/google.rpc.RetryInfo"",""retryDelay"":""27s""}]}}",2026-09-21T03:31:32.107Z
gid://shopify/Product/9162077733092,Sapphire DW358D7098 Andaaz Embroidered Collection 2026,sapphire-dw358d7098-andaaz-embroidered-collection-2026,"Gemini request failed (429): {""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.5-flash-lite\nPlease retry in 23.134836255s."",""status"":""RESOURCE_EXHAUSTED"",""details"":[{""@type"":""type.googleapis.com/google.rpc.Help"",""links"":[{""description"":""Learn more about Gemini API quotas"",""url"":""https://ai.google.dev/gemini-api/docs/rate-limits""}]},{""@type"":""type.googleapis.com/google.rpc.QuotaFailure"",""violations"":[{""quotaMetric"":""generativelanguage.googleapis.com/generate_content_free_tier_requests"",""quotaId"":""GenerateRequestsPerDayPerProjectPerModel-FreeTier"",""quotaDimensions"":{""model"":""gemini-3.5-flash-lite"",""location"":""global""},""quotaValue"":""500""}]},{""@type"":""type.googleapis.com/google.rpc.RetryInfo"",""retryDelay"":""23s""}]}}",2026-09-21T03:33:36.881Z
gid://shopify/Product/9162077667556,Sapphire DW00ACB9C2 Andaaz Embroidered Collection 2026,sapphire-dw00acb9c2-andaaz-embroidered-collection-2026,"Gemini request failed (429): {""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.5-flash-lite\nPlease retry in 18.881066968s."",""status"":""RESOURCE_EXHAUSTED"",""details"":[{""@type"":""type.googleapis.com/google.rpc.Help"",""links"":[{""description"":""Learn more about Gemini API quotas"",""url"":""https://ai.google.dev/gemini-api/docs/rate-limits""}]},{""@type"":""type.googleapis.com/google.rpc.QuotaFailure"",""violations"":[{""quotaMetric"":""generativelanguage.googleapis.com/generate_content_free_tier_requests"",""quotaId"":""GenerateRequestsPerDayPerProjectPerModel-FreeTier"",""quotaDimensions"":{""location"":""global"",""model"":""gemini-3.5-flash-lite""},""quotaValue"":""500""}]},{""@type"":""type.googleapis.com/google.rpc.RetryInfo"",""retryDelay"":""18s""}]}}",2026-09-21T03:35:41.135Z
gid://shopify/Product/9162077602020,Sapphire DW07CB9C4C Andaaz Embroidered Collection 2026,sapphire-dw07cb9c4c-andaaz-embroidered-collection-2026,"Gemini request failed (429): {""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.5-flash-lite\nPlease retry in 14.412427703s."",""status"":""RESOURCE_EXHAUSTED"",""details"":[{""@type"":""type.googleapis.com/google.rpc.Help"",""links"":[{""description"":""Learn more about Gemini API quotas"",""url"":""https://ai.google.dev/gemini-api/docs/rate-limits""}]},{""@type"":""type.googleapis.com/google.rpc.QuotaFailure"",""violations"":[{""quotaMetric"":""generativelanguage.googleapis.com/generate_content_free_tier_requests"",""quotaId"":""GenerateRequestsPerDayPerProjectPerModel-FreeTier"",""quotaDimensions"":{""location"":""global"",""model"":""gemini-3.5-flash-lite""},""quotaValue"":""500""}]},{""@type"":""type.googleapis.com/google.rpc.RetryInfo"",""retryDelay"":""14s""}]}}",2026-09-21T03:37:45.605Z
gid://shopify/Product/9162077503716,Sapphire DWAFF78A0D Andaaz Embroidered Collection 2026,sapphire-dwaff78a0d-andaaz-embroidered-collection-2026,"Gemini request failed (429): {""error"":{""code"":429,""message"":""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.5-flash-lite\nPlease retry in 9.230522875s."",""status"":""RESOURCE_EXHAUSTED"",""details"":[{""@type"":""type.googleapis.com/google.rpc.Help"",""links"":[{""description"":""Learn more about Gemini API quotas"",""url"":""https://ai.google.dev/gemini-api/docs/rate-limits""}]},{""@type"":""type.googleapis.com/google.rpc.QuotaFailure"",""violations"":[{""quotaMetric"":""generativelanguage.googleapis.com/generate_content_free_tier_requests"",""quotaId"":""GenerateRequestsPerDayPerProjectPerModel-FreeTier"",""quotaDimensions"":{""location"":""global"",""model"":""gemini-3.5-flash-lite""},""quotaValue"":""500""}]},{""@type"":""type.googleapis.com/google.rpc.RetryInfo"",""retryDelay"":""9s""}]}}",2026-09-21T03:39:50.785Z
